iter	Accuracy	Logloss
889	0.996007984	0.1986468006
890	0.996007984	0.1984057499
891	0.996007984	0.1980933763
892	0.996007984	0.1977272774
893	0.996007984	0.1971010623
894	0.996007984	0.1968600893
895	0.99500998	0.1966916514
896	0.99500998	0.1966282473
897	0.99500998	0.1965431631
898	0.99500998	0.1964538773
899	0.99500998	0.1963958523
900	0.996007984	0.1962591207
901	0.996007984	0.195988331
902	0.996007984	0.1959384545
903	0.99500998	0.1957308791
904	0.996007984	0.1953652217
905	0.998003992	0.1950479854
906	0.998003992	0.1948129434
907	0.998003992	0.1941903311
908	0.998003992	0.1938086426
909	0.998003992	0.1935253559
910	0.998003992	0.1932976439
911	0.998003992	0.1932180672
912	0.998003992	0.1931250474
913	0.998003992	0.1926541478
914	0.998003992	0.1924305594
915	0.998003992	0.1921077902
916	0.998003992	0.191702981
917	0.998003992	0.1915302245
918	0.999001996	0.191401855
919	0.999001996	0.1911026729
920	0.998003992	0.1907864286
921	0.998003992	0.1906352156
922	0.998003992	0.1905878321
923	0.999001996	0.1902887082
924	0.998003992	0.189820633
925	0.999001996	0.1894468546
926	1	0.1890313734
927	1	0.1888458941
928	1	0.1887694281
929	1	0.1885675822
930	1	0.1882400863
931	1	0.1878862364
932	1	0.1878574826
933	1	0.1876684015
934	1	0.1874736791
935	1	0.1873440946
936	1	0.1872529051
937	1	0.1869284815
938	1	0.1868736238
939	1	0.1864072071
940	1	0.1861923918
941	1	0.1859580869
942	1	0.1858260266
943	1	0.1855133504
944	1	0.1854388504
945	1	0.1853651253
946	1	0.1853372131
947	1	0.1850242518
948	1	0.1848361902
949	1	0.1848073181
950	1	0.1843219529
951	1	0.1841117636
952	1	0.1839217531
953	1	0.1835487764
954	1	0.1835222994
955	1	0.183284021
956	0.999001996	0.1827778254
957	0.999001996	0.1825059446
958	0.999001996	0.1824378683
959	0.999001996	0.182216638
960	0.999001996	0.18214683
961	0.999001996	0.1821073376
962	0.999001996	0.1817593258
963	0.999001996	0.1816073752
964	0.999001996	0.1815027438
965	0.999001996	0.1811458906
966	0.999001996	0.1809795664
967	0.999001996	0.1807541834
968	0.999001996	0.1804912305
969	0.999001996	0.1804417889
970	0.999001996	0.1803841089
971	0.999001996	0.1799128955
972	0.999001996	0.1798219629
973	0.999001996	0.1797428374
974	0.999001996	0.1795509988
975	0.999001996	0.1794361116
976	0.999001996	0.1791528282
977	0.999001996	0.1787747013
978	0.999001996	0.1784438656
979	0.999001996	0.1782710721
980	0.999001996	0.1780824783
981	0.999001996	0.1777128692
982	0.999001996	0.1776554274
983	0.999001996	0.1776195537
984	0.999001996	0.1775738011
985	1	0.1771674896
986	0.999001996	0.1770410708
987	0.999001996	0.1770027799
988	0.999001996	0.1767750648
989	0.999001996	0.1764968343
990	0.999001996	0.1764032835
991	0.999001996	0.1762342433
992	0.999001996	0.1759447017
993	0.999001996	0.1758619093
994	0.999001996	0.1755472896
995	0.999001996	0.1755142689
996	0.999001996	0.1752782113
997	0.999001996	0.1751406647
998	0.999001996	0.1749008307
999	1	0.174658449
